booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time
SYN-B001953,2024-05-26,2024-06-07,2024-06-10,SYN-STA-08,Standard,2.0,3,107.51,322.53,Online travel agency,Completed,12
SYN-B001954,2024-05-17,2024-06-07,2024-06-09,SYN-STA-09,Standard,1.0,2,112.42,224.84,Online travel agency,Completed,21
SYN-B001955,2024-05-06,2024-06-07,2024-06-12,SYN-FAM-02,Family,2.0,5,228.05,1140.25,Online travel agency,Completed,32
SYN-B001956,2024-05-20,2024-06-08,2024-06-11,SYN-STA-01,Standard,1.0,3,109.96,329.88,Travel agent,Completed,19
SYN-B001957,2024-01-20,2024-06-08,2024-06-10,SYN-STA-10,Standard,1.0,2,112.5,225.0,Online travel agency,Completed,140
SYN-B001958,2024-05-18,2024-06-08,2024-06-10,SYN-DEL-04,Deluxe,2.0,2,159.87,319.74,Direct,Completed,21
SYN-B001959,2024-05-27,2024-06-09,2024-06-11,SYN-STA-03,Standard,2.0,2,106.96,213.92,Direct,Completed,13
SYN-B001960,2024-05-08,2024-06-09,2024-06-16,SYN-DEL-02,Deluxe,2.0,7,147.62,1033.34,Direct,Completed,32
SYN-B001961,2024-05-10,2024-06-10,2024-06-13,SYN-STA-02,Standard,2.0,3,108.05,0.0,Direct,Cancelled,31
SYN-B001962,2024-05-28,2024-06-10,2024-06-14,SYN-STA-05,Standard,2.0,4,98.0,392.0,Online travel agency,Completed,13
SYN-B001963,2024-04-11,2024-06-10,2024-06-18,SYN-STA-07,Standard,2.0,8,93.26,746.08,Online travel agency,Completed,60
SYN-B001964,2024-05-07,2024-06-10,2024-06-13,SYN-STA-09,Standard,2.0,3,104.64,0.0,Online travel agency,Cancelled,34
SYN-B001965,2024-05-22,2024-06-10,2024-06-12,SYN-FAM-01,Family,4.0,2,201.09,402.18,Direct,Completed,19
SYN-B001966,2024-05-12,2024-06-10,2024-06-14,SYN-FAM-03,Family,3.0,4,186.25,745.0,Online travel agency,Completed,29
SYN-B001967,2024-04-03,2024-06-11,2024-06-13,SYN-STA-01, standard ,1.0,2,91.38,0.0,Online travel agency,Cancelled,69
SYN-B001968,2024-05-21,2024-06-11,2024-06-13,SYN-STA-02,Standard,1.0,2,98.44,196.88,Travel agent,Completed,21
SYN-B001969,2024-05-02,2024-06-11,2024-06-14,SYN-STA-03,Standard,2.0,3,98.49,295.47,Travel agent,Completed,40
SYN-B001970,2024-05-20,2024-06-11,2024-06-13,SYN-STA-04,Standard,1.0,2,99.8,199.6,Direct,Completed,22
SYN-B001971,2024-03-16,2024-06-11,2024-06-15,SYN-STA-08,Standard,2.0,4,95.72,382.88,Online travel agency,Completed,87
SYN-B001972,2024-05-27,2024-06-11,2024-06-14,SYN-STA-10,Standard,2.0,3,105.68,0.0,Direct,Cancelled,15
SYN-B001973,2024-05-28,2024-06-11,2024-06-13,SYN-DEL-03,Deluxe,1.0,2,147.64,295.28,Online travel agency,Completed,14
SYN-B001974,2024-05-31,2024-06-11,2024-06-13,SYN-DEL-05,Deluxe,1.0,2,147.38,294.76,Direct,Completed,11
SYN-B001975,2024-05-02,2024-06-12,2024-06-15,SYN-STA-09,Standard,2.0,3,107.45,322.35,Online travel agency,Completed,41
SYN-B001976,2024-06-03,2024-06-12,2024-06-17,SYN-DEL-01,Deluxe,1.0,5,150.39,751.95,Online travel agency,Completed,9
SYN-B001977,2024-04-08,2024-06-12,2024-06-14,SYN-DEL-04,Deluxe,1.0,2,148.27,296.54,Travel agent,Completed,65
SYN-B001978,2024-04-03,2024-06-12,2024-06-14,SYN-FAM-01,Family,1.0,2,185.72,371.44,Direct,Completed,70
SYN-B001979,2024-02-14,2024-06-12,2024-06-14,SYN-FAM-02,Family,3.0,2,183.93,367.86,Online travel agency,Completed,119
SYN-B001980,2023-12-16,2024-06-13,2024-06-17,SYN-STA-01,Standard,1.0,4,97.1,0.0,Online travel agency,Cancelled,180
SYN-B001981,2024-02-23,2024-06-13,2024-06-20,SYN-STA-02,Standard,1.0,7,91.41,639.87,Direct,Completed,111
SYN-B001982,2024-06-08,2024-06-13,2024-06-20,SYN-STA-06,Standard,1.0,7,105.52,738.64,Online travel agency,Completed,5
SYN-B001983,2024-05-28,2024-06-13,2024-06-18,SYN-DEL-03,Deluxe,1.0,5,156.46,782.3,Online travel agency,Completed,16
SYN-B001984,2024-05-27,2024-06-13,2024-06-16,SYN-DEL-05,Deluxe,1.0,3,153.16,459.48,Travel agent,Completed,17
SYN-B001985,2024-05-30,2024-06-14,2024-06-21,SYN-STA-01,Standard,2.0,7,108.58,760.06,Online travel agency,Completed,15
SYN-B001986,2024-05-15,2024-06-14,2024-06-19,SYN-STA-04,Standard,2.0,5,114.75,573.75,Online travel agency,Completed,30
SYN-B001987,2024-05-29,2024-06-14,2024-06-17,SYN-STA-05,Standard,1.0,3,112.26,0.0,Online travel agency,Cancelled,16
SYN-B001988,2024-05-25,2024-06-14,2024-06-16,SYN-STA-10,Standard,2.0,2,115.16,230.32,Online travel agency,Completed,20
SYN-B001989,2024-05-22,2024-06-14,2024-06-16,SYN-DEL-04,Deluxe,1.0,2,175.35,350.7,Direct,Completed,23
SYN-B001990,2024-05-26,2024-06-14,2024-06-16,SYN-FAM-03,Family,1.0,2,218.43,436.86,Online travel agency,Completed,19
SYN-B001991,2024-03-31,2024-06-15,2024-06-20,SYN-STA-05,Standard,1.0,5,113.51,567.55,Online travel agency,Completed,76
SYN-B001992,2024-05-13,2024-06-15,2024-06-18,SYN-STA-09,Standard,2.0,3,113.07,0.0,Online travel agency,Cancelled,33
SYN-B001993,2024-05-28,2024-06-15,2024-06-18,SYN-FAM-01,Family,3.0,3,215.48,646.44,Online travel agency,Completed,18
SYN-B001994,2024-06-07,2024-06-15,2024-06-19,SYN-FAM-02,Family,1.0,4,227.95,911.8,Direct,Completed,8
SYN-B001995,2024-05-29,2024-06-16,2024-06-19,SYN-STA-03,Standard,2.0,3,102.14,306.42,Online travel agency,Completed,18
SYN-B001996,2024-05-18,2024-06-16,2024-06-20,SYN-STA-08,Standard,1.0,4,107.13,0.0,Online travel agency,Cancelled,29
SYN-B001997,2024-06-09,2024-06-16,2024-06-23,SYN-STA-09,Standard,2.0,7,95.97,671.79,Direct,Completed,7
SYN-B001998,2024-04-25,2024-06-16,2024-06-19,SYN-DEL-04,Deluxe,2.0,3,144.39,433.17,Travel agent,Completed,52
SYN-B001999,2024-05-25,2024-06-16,2024-06-18,SYN-DEL-05,Deluxe,2.0,2,155.75,311.5,Direct,Completed,22
SYN-B002000,2024-05-20,2024-06-16,2024-06-19,SYN-FAM-03,Family,4.0,3,188.6,565.8,Direct,Completed,27
SYN-B002001,2024-05-21,2024-06-17,2024-06-20,SYN-STA-10,Standard,1.0,3,99.91,299.73,Direct,Completed,27
SYN-B002002,2024-06-11,2024-06-17,2024-06-22,SYN-DEL-02,Deluxe,2.0,5,155.07,775.35,Online travel agency,Completed,6
SYN-B002003,2024-05-24,2024-06-18,2024-06-19,SYN-DEL-01,Deluxe,1.0,1,150.22,150.22,Online travel agency,Completed,25
SYN-B002004,2024-05-18,2024-06-18,2024-06-21,SYN-FAM-01,Family,1.0,3,190.77,572.31,Online travel agency,Completed,31
SYN-B002005,2024-05-27,2024-06-19,2024-06-20,SYN-STA-07,Standard,2.0,1,105.86,105.86,Direct,Completed,23
SYN-B002006,2024-03-05,2024-06-19,2024-06-21,SYN-STA-08,Standard,1.0,2,93.86,187.72,Direct,Completed,106
SYN-B002007,2024-05-17,2024-06-19,2024-06-23,SYN-DEL-01,Deluxe,1.0,4,151.1,0.0,Travel agent,Cancelled,33
SYN-B002008,2024-05-15,2024-06-19,2024-06-24,SYN-DEL-03,Deluxe,1.0,5,155.78,778.9,Direct,Completed,35
SYN-B002009,2024-04-30,2024-06-19,2024-06-21,SYN-DEL-04,Deluxe,1.0,2,146.6,293.2,Travel agent,Completed,50
SYN-B002010,2023-12-31,2024-06-19,2024-06-21,SYN-DEL-05,Deluxe,2.0,2,137.41,274.82,Online travel agency,Completed,171
SYN-B002011,2024-06-05,2024-06-19,2024-06-24,SYN-FAM-03,Family,2.0,5,197.89,989.45,Direct,Completed,14
SYN-B002012,2024-06-01,2024-06-20,2024-06-24,SYN-STA-03,Standard,2.0,4,102.5,410.0,Online travel agency,Completed,19
SYN-B002013,2024-05-04,2024-06-20,2024-06-21,SYN-STA-05,Standard,2.0,1,100.77,100.77,Online travel agency,Completed,47
SYN-B002014,2024-05-16,2024-06-20,2024-06-21,SYN-STA-07,Standard,1.0,1,103.1,103.1,Online travel agency,Completed,35
SYN-B002015,2024-05-04,2024-06-20,2024-06-24,SYN-STA-10,Standard,1.0,4,96.33,385.32,Online travel agency,Completed,47
SYN-B002016,2024-06-06,2024-06-20,2024-06-26,SYN-FAM-02,Family,4.0,6,199.66,1197.96,Direct,Completed,14
SYN-B002017,2024-05-02,2024-06-21,2024-06-24,SYN-STA-02,Standard,2.0,3,119.47,358.41,Travel agent,Completed,50
SYN-B002018,2024-05-25,2024-06-21,2024-06-25,SYN-STA-04,Standard,2.0,4,114.11,456.44,Online travel agency,Completed,27
SYN-B002019,2023-12-30,2024-06-21,2024-06-25,SYN-STA-05,Standard,2.0,4,101.39,405.56,Online travel agency,Completed,174
SYN-B002020,2024-06-01,2024-06-21,2024-06-22,SYN-STA-08,Standard,1.0,1,116.11,116.11,Online travel agency,Completed,20
SYN-B002021,2024-05-10,2024-06-21,2024-06-25,SYN-DEL-01,Deluxe,2.0,4,173.73,694.92, online travel agency ,Completed,42
SYN-B002022,2024-06-02,2024-06-21,2024-06-25,SYN-DEL-04,Deluxe,1.0,4,162.62,650.48,Online travel agency,Completed,19
SYN-B002023,2024-04-12,2024-06-21,2024-06-24,SYN-DEL-05,Deluxe,2.0,3,153.86,0.0,Online travel agency,Cancelled,70
SYN-B002024,2024-04-27,2024-06-21,2024-06-23,SYN-FAM-01,Family,4.0,2,230.75,461.5,Direct,Completed,55
SYN-B002025,2024-06-02,2024-06-22,2024-06-27,SYN-STA-01,Standard,2.0,5,112.95,564.75,Online travel agency,Completed,20
SYN-B002026,2024-03-22,2024-06-22,2024-06-30,SYN-DEL-02,Deluxe,1.0,8,158.91,1271.28,Online travel agency,Completed,92
SYN-B002027,2024-06-14,2024-06-22,2024-06-25,SYN-DEL-05,Deluxe,2.0,3,162.41,0.0,Online travel agency,Cancelled,8
SYN-B002028,2024-06-17,2024-06-23,2024-06-25,SYN-STA-07,Standard,1.0,2,96.16,192.32,Direct,Completed,6
SYN-B002029,2024-05-08,2024-06-23,2024-06-27,SYN-FAM-01,Family,3.0,4,207.3,829.2,Online travel agency,Completed,46
SYN-B002030,2024-05-18,2024-06-24,2024-06-25,SYN-STA-08,Standard,2.0,1,97.3,97.3,Direct,Completed,37
SYN-B002031,2024-05-26,2024-06-24,2024-06-28,SYN-STA-09,Standard,2.0,4,98.78,395.12,Online travel agency,Completed,29
SYN-B002032,2024-05-10,2024-06-24,2024-06-28,SYN-STA-10, standard ,2.0,4,98.97,395.88,Online travel agency,Completed,45
SYN-B002033,2024-06-06,2024-06-25,2024-06-29,SYN-STA-03,Standard,2.0,4,103.22,412.88,Direct,Completed,19
SYN-B002034,2024-06-01,2024-06-25,2024-06-28,SYN-STA-05,Standard,1.0,3,100.17,300.51,Direct,Completed,24
SYN-B002035,2024-05-23,2024-06-25,2024-06-29,SYN-DEL-03,Deluxe,1.0,4,156.48,625.92,Online travel agency,Completed,33
SYN-B002036,2024-05-30,2024-06-25,2024-07-04,SYN-DEL-05,Deluxe,2.0,9,146.67,1320.03,Direct,Completed,26
SYN-B002037,2024-06-05,2024-06-25,2024-06-27,SYN-FAM-03,Family,3.0,2,185.82,371.64,Online travel agency,Completed,20
SYN-B002038,2024-03-20,2024-06-26,2024-06-27,SYN-STA-02,Standard,1.0,1,96.23,96.23,Online travel agency,Completed,98
SYN-B002039,2024-05-30,2024-06-26,2024-06-30,SYN-STA-04,Standard,2.0,4,104.06,416.24,Direct,Completed,27
SYN-B002040,2024-03-04,2024-06-26,2024-06-29,SYN-STA-06,Standard,2.0,3,97.99,293.97,Online travel agency,Completed,114
SYN-B002041,2024-04-20,2024-06-26,2024-06-30,SYN-DEL-04,Deluxe,2.0,4,133.59,534.36,Online travel agency,Completed,67
SYN-B002042,2024-06-22,2024-06-27,2024-06-29,SYN-STA-02,Standard,1.0,2,102.44,204.88,Direct,Completed,5
SYN-B002043,2024-06-03,2024-06-27,2024-06-29,SYN-STA-07,Standard,2.0,2,103.91,207.82,Online travel agency,Completed,24
SYN-B002044,2024-06-07,2024-06-27,2024-07-01,SYN-FAM-01,Family,2.0,4,196.45,785.8,Online travel agency,Completed,20
SYN-B002045,2024-05-13,2024-06-27,2024-06-28,SYN-FAM-02,Family,1.0,1,196.04,0.0,Online travel agency,Cancelled,45
SYN-B002046,2024-06-04,2024-06-27,2024-07-01,SYN-FAM-03,Family,2.0,4,207.12,828.48,Direct,Completed,23
SYN-B002047,2024-06-16,2024-06-28,2024-07-02,SYN-STA-01,Standard,1.0,4,115.6,462.4,Direct,Completed,12
SYN-B002048,2024-05-25,2024-06-28,2024-07-01,SYN-STA-05,Standard,1.0,3,115.38,346.14,Online travel agency,Completed,34
SYN-B002049,2024-05-04,2024-06-28,2024-06-30,SYN-STA-08,Standard,2.0,2,119.32,238.64,Direct,Completed,55
SYN-B002050,2024-05-22,2024-06-28,2024-07-01,SYN-STA-09,Standard,2.0,-1,115.98,347.94,Direct,Completed,37
SYN-B002051,2024-05-20,2024-06-28,2024-07-02,SYN-DEL-01,Deluxe,1.0,4,161.57,646.28,Online travel agency,Completed,39
SYN-B002052,2024-04-29,2024-06-28,2024-07-01,SYN-FAM-02,Family,2.0,3,197.63,592.89,Online travel agency,Completed,60
SYN-B002053,2024-06-22,2024-06-29,2024-07-03,SYN-STA-02,Standard,1.0,4,117.87,471.48,Direct,Completed,7
SYN-B002054,2024-05-10,2024-06-29,2024-07-01,SYN-STA-06,Standard,2.0,2,117.39,234.78,Online travel agency,Completed,50
SYN-B002055,2024-05-18,2024-06-29,2024-07-02,SYN-STA-07,Standard,2.0,3,114.49,343.47,Online travel agency,Completed,42
SYN-B002056,2024-06-16,2024-06-29,2024-07-04,SYN-STA-10,Standard,1.0,5,117.92,589.6,Online travel agency,Completed,13
SYN-B002057,2024-05-31,2024-06-29,2024-07-02,SYN-DEL-03,Deluxe,2.0,3,163.18,489.54,Online travel agency,Completed,29
SYN-B002058,2024-06-18,2024-06-30,2024-07-01,SYN-STA-03,Standard,2.0,1,100.84,100.84,Travel agent,Completed,12
SYN-B002059,2024-02-29,2024-06-30,2024-07-03,SYN-DEL-04,Deluxe,1.0,3,139.34,418.02,Direct,Completed,122
SYN-B002060,2024-06-21,2024-07-01,2024-07-08,SYN-STA-03,Standard,2.0,7,96.29,674.03,Online travel agency,Completed,10
SYN-B002061,2024-06-15,2024-07-01,2024-07-07,SYN-STA-04,Standard,1.0,6,105.3,0.0,Direct,Cancelled,16
SYN-B002062,2024-06-10,2024-07-01,2024-07-06,SYN-STA-05,Standard,1.0,5,96.61,483.05,Direct,Completed,21
SYN-B002063,2024-05-21,2024-07-01,2024-07-05,SYN-STA-06,Standard,2.0,4,105.69,422.76,Online travel agency,Completed,41
SYN-B002064,2024-06-19,2024-07-01,2024-07-07,SYN-STA-08,Standard,2.0,6,106.06,636.36,Direct,Completed,12
SYN-B002065,2024-06-27,2024-07-01,2024-07-06,SYN-DEL-02,Deluxe,2.0,5,149.52,0.0,Online travel agency,Cancelled,4
SYN-B002066,2024-05-21,2024-07-01,2024-07-03,SYN-FAM-01,Family,3.0,2,205.95,411.9,Online travel agency,Completed,41
SYN-B002067,2024-06-20,2024-07-01,2024-07-05,SYN-FAM-02,Family,3.0,4,188.81,755.24,Direct,Completed,11
SYN-B002068,2024-03-14,2024-07-01,2024-07-02,SYN-FAM-03,Family,1.0,1,195.08,0.0,Online travel agency,Cancelled,109
SYN-B002069,2024-04-16,2024-07-02,2024-07-05,SYN-STA-01,Standard,2.0,3,101.36,304.08,Online travel agency,Completed,77
SYN-B002070,2024-06-03,2024-07-02,2024-07-06,SYN-STA-07,Standard,2.0,4,106.93,427.72,Direct,Completed,29
SYN-B002071,2024-05-30,2024-07-02,2024-07-06,SYN-DEL-01,Deluxe,1.0,4,152.38,609.52,Direct,Completed,33
SYN-B002072,2024-06-28,2024-07-02,2024-07-05,SYN-DEL-02,Deluxe,2.0,3,149.53,448.59,Online travel agency,Completed,4
SYN-B002073,2024-04-28,2024-07-03,2024-07-08,SYN-STA-02,Standard,1.0,5,94.07,470.35,Online travel agency,Completed,66
SYN-B002074,2024-06-06,2024-07-03,2024-07-07,SYN-STA-09,Standard,2.0,4,101.86,407.44,Direct,Completed,27
SYN-B002075,2024-06-22,2024-07-03,2024-07-10,SYN-DEL-03,Deluxe,1.0,7,144.44,1011.08,Online travel agency,Completed,11
SYN-B002076,2024-05-31,2024-07-03,2024-07-06,SYN-DEL-04,Deluxe,1.0,3,156.65,469.95,Online travel agency,Completed,33
SYN-B002077,2024-06-26,2024-07-03,2024-07-04,SYN-FAM-01,Family,4.0,1,208.06,208.06,Online travel agency,Completed,7
SYN-B002078,2024-06-16,2024-07-03,2024-07-07,SYN-FAM-03,Family,2.0,4,201.46,805.84,Direct,Completed,17
SYN-B002079,2024-05-30,2024-07-04,2024-07-08,SYN-STA-04,Standard,2.0,4,96.0,384.0,Direct,Completed,35
SYN-B002080,2024-06-18,2024-07-04,2024-07-08,SYN-STA-10,Standard,2.0,4,100.43,401.72,Travel agent, completed ,16
SYN-B002081,2024-06-20,2024-07-04,2024-07-07,SYN-FAM-01,Family,3.0,3,199.44,598.32, online travel agency ,Completed,14
SYN-B002082,2024-06-12,2024-07-05,2024-07-08,SYN-STA-01,Standard,1.0,3,115.97,347.91,Online travel agency,Completed,23
SYN-B002083,2024-05-27,2024-07-05,2024-07-07,SYN-STA-06,Standard,2.0,2,110.08,220.16,Direct,Completed,39
SYN-B002084,2024-06-12,2024-07-05,2024-07-07,SYN-DEL-02,Deluxe,2.0,2,165.49,330.98,Direct,Completed,23
SYN-B002085,2024-05-18,2024-07-05,2024-07-06,SYN-FAM-02,Family,1.0,1,221.58,221.58, direct ,Completed,48
SYN-B002086,2024-06-03,2024-07-06,2024-07-08,SYN-STA-05,Standard,1.0,2,111.97,223.94,Travel agent,Completed,33
SYN-B002087,2024-04-20,2024-07-06,2024-07-10,SYN-STA-07,Standard,2.0,4,108.86,435.44,Direct,Completed,77
SYN-B002088,2024-05-18,2024-07-06,2024-07-11,SYN-DEL-04,Deluxe,2.0,5,162.21,0.0,Online travel agency,Cancelled,49
SYN-B002089,2024-04-29,2024-07-06,2024-07-08,SYN-DEL-05,Deluxe,2.0,2,160.12,320.24,Travel agent,Completed,68
SYN-B002090,2024-05-10,2024-07-06,2024-07-11,SYN-FAM-02,Family,1.0,5,220.51,1102.55,Direct,Completed,57
SYN-B002091,2024-06-18,2024-07-07,2024-07-12,SYN-STA-06,Standard,1.0,5,96.82,484.1,Direct,Completed,19
SYN-B002092,2024-06-23,2024-07-07,2024-07-13,SYN-STA-08,Standard,1.0,6,105.81,634.86,Direct,Completed,14
SYN-B002093,2024-02-28,2024-07-07,2024-07-10,SYN-DEL-02,Deluxe,1.0,3,146.97,440.91, online travel agency ,Completed,130
SYN-B002094,2024-04-30,2024-07-07,2024-07-09,SYN-DEL-04, deluxe ,1.0,2,140.08,280.16,Online travel agency,Completed,68
SYN-B002095,2024-06-12,2024-07-07,2024-07-11,SYN-FAM-03,Family,1.0,4,193.15,772.6,Direct,Completed,25
SYN-B002096,2024-06-18,2024-07-08,2024-07-15,SYN-STA-01,Standard,1.0,7,97.22,680.54,Travel agent,Completed,20
SYN-B002097,2024-06-03,2024-07-08,2024-07-12,SYN-STA-03,Standard,1.0,4,105.5,422.0,Direct,Completed,35
SYN-B002098,2024-04-26,2024-07-08,2024-07-11,SYN-STA-05,Standard,1.0,3,96.52,289.56,Travel agent,Completed,73
SYN-B002099,2024-05-20,2024-07-08,2024-07-11,SYN-STA-09,Standard,1.0,3,99.43,298.29,Direct,Completed,49
SYN-B002100,2024-04-16,2024-07-08,2024-07-10,SYN-DEL-05,Deluxe,2.0,2,134.3,268.6,Direct,Completed,83
SYN-B002101,2024-06-22,2024-07-08,2024-07-13,SYN-FAM-01,Family,2.0,5,185.67,928.35,Direct,Completed,16
SYN-B002102,2024-06-12,2024-07-09,2024-07-12,SYN-DEL-01,Deluxe,2.0,3,152.7,458.1,Direct,Completed,27
SYN-B002103,2024-05-21,2024-07-09,2024-07-11,SYN-DEL-04,Deluxe,1.0,2,152.08,304.16,Direct,Completed,49
SYN-B002104,2024-06-20,2024-07-10,2024-07-14,SYN-STA-04,Standard,2.0,4,97.54,-1.0,Direct,Completed,20
SYN-B002105,2024-06-20,2024-07-10,2024-07-15,SYN-STA-07,Standard,2.0,5,101.4,507.0,Direct,Completed,20
SYN-B002106,2024-07-01,2024-07-10,2024-07-13,SYN-STA-10,Standard,1.0,3,103.46,310.38,Direct,Completed,9
SYN-B002107,2024-06-16,2024-07-10,2024-07-12,SYN-DEL-02,Deluxe,2.0,2,149.96,299.92,Travel agent,Completed,24
SYN-B002108,2024-06-03,2024-07-10,2024-07-12,SYN-DEL-05,Deluxe,1.0,2,143.92,287.84,Direct,Completed,37
SYN-B002109,2024-06-24,2024-07-11,2024-07-15,SYN-STA-05,Standard,1.0,4,96.4,385.6,Direct,Completed,17
SYN-B002110,2024-05-15,2024-07-11,2024-07-13,SYN-STA-09, standard ,1.0,2,105.12,210.24,Direct,Completed,57
SYN-B002111,2024-06-09,2024-07-11,2024-07-16,SYN-DEL-03,Deluxe,1.0,5,148.57,0.0,Online travel agency,Cancelled,32
SYN-B002112,2024-06-23,2024-07-11,2024-07-14,SYN-DEL-04,Deluxe,2.0,3,153.03,459.09,Direct,Completed,18
SYN-B002113,2024-05-29,2024-07-11,2024-07-18,SYN-FAM-02,Family,4.0,7,208.3,1458.1,Direct,Completed,43
SYN-B002114,2024-05-25,2024-07-12,2024-07-17,SYN-STA-02,Standard,2.0,5,109.73,548.65,Direct,Completed,48
SYN-B002115,2024-05-03,2024-07-12,2024-07-16,SYN-STA-03,Standard,2.0,4,107.69,430.76,Online travel agency,Completed,70
SYN-B002116,2024-06-05,2024-07-12,2024-07-15,SYN-STA-06,Standard,2.0,3,117.24,0.0,Online travel agency,Cancelled,37
SYN-B002117,2024-03-27,2024-07-12,2024-07-15,SYN-DEL-01,Deluxe,2.0,3,154.39,0.0,Online travel agency,Cancelled,107
SYN-B002118,2024-06-20,2024-07-12,2024-07-14,SYN-DEL-02,Deluxe,2.0,2,176.91,0.0,Direct,Cancelled,22
SYN-B002119,2024-03-31,2024-07-12,2024-07-18,SYN-DEL-05,Deluxe,1.0,6,159.78,958.68,Online travel agency,Completed,103
SYN-B002120,2024-07-09,2024-07-12,2024-07-14,SYN-FAM-03,Family,4.0,2,219.77,439.54,Online travel agency,Completed,3
SYN-B002121,2024-06-23,2024-07-13,2024-07-17,SYN-STA-06,Standard,2.0,4,110.43,441.72,Direct,Completed,20
SYN-B002122,2024-07-04,2024-07-13,2024-07-15,SYN-STA-08,Standard,1.0,2,117.23,234.46, direct ,Completed,9
SYN-B002123,2024-06-11,2024-07-13,2024-07-16,SYN-DEL-01,Deluxe,2.0,3,170.95,512.85,Online travel agency,Completed,32
SYN-B002124,2024-06-29,2024-07-13,2024-07-17,SYN-DEL-02,Deluxe,1.0,4,165.93,663.72,Online travel agency,Completed,14
SYN-B002125,2024-06-16,2024-07-13,2024-07-16,SYN-DEL-03,Deluxe,2.0,3,163.02,489.06,Online travel agency,Completed,27
SYN-B002126,2024-05-19,2024-07-13,2024-07-18,SYN-FAM-01,Family,3.0,5,208.67,1043.35,Online travel agency,Completed,55
SYN-B002127,2024-05-16,2024-07-14,2024-07-16,SYN-STA-04,Standard,,2,102.61,205.22,Direct,Completed,59
SYN-B002128,2024-06-10,2024-07-14,2024-07-19,SYN-STA-10,Standard,1.0,5,100.75,503.75,Online travel agency,Completed,34
SYN-B002129,2024-07-08,2024-07-15,2024-07-21,SYN-STA-05, standard ,1.0,6,96.34,0.0,Online travel agency,Cancelled,7
SYN-B002130,2024-06-27,2024-07-15,2024-07-18,SYN-STA-07,Standard,1.0,3,106.69,320.07,Online travel agency,Completed,18
SYN-B002131,2024-06-04,2024-07-15,2024-07-21,SYN-STA-08,Standard,2.0,6,96.43,578.58,Direct,Completed,41
SYN-B002132,2024-06-27,2024-07-15,2024-07-20,SYN-STA-09,Standard,1.0,5,104.4,0.0,Online travel agency,Cancelled,18
SYN-B002133,2024-03-12,2024-07-15,2024-07-17,SYN-DEL-04,Deluxe,2.0,2,133.8,267.6,Direct,Completed,125
SYN-B002134,2024-05-29,2024-07-15,2024-07-21,SYN-FAM-03,Family,2.0,6,188.45,0.0,Online travel agency,Cancelled,47
SYN-B002135,2024-06-06,2024-07-16,2024-07-18,SYN-STA-01,Standard,2.0,2,101.91,203.82,Direct,Completed,40
SYN-B002136,2024-06-15,2024-07-16,2024-07-20,SYN-STA-03,Standard,2.0,4,98.62,394.48,Online travel agency,Completed,31
SYN-B002137,2024-06-11,2024-07-16,2024-07-21,SYN-STA-04,Standard,1.0,5,105.21,526.05,Online travel agency,Completed,35
SYN-B002138,2024-05-19,2024-07-16,2024-07-20,SYN-STA-05,Standard,1.0,4,105.1,420.4,Online travel agency,Completed,58
SYN-B002139,2024-05-24,2024-07-16,2024-07-22,SYN-STA-09,Standard,1.0,6,103.55,621.3,Online travel agency,Completed,53
SYN-B002140,2024-07-08,2024-07-16,2024-07-18,SYN-DEL-01,Deluxe,1.0,2,154.3,0.0,Online travel agency,Cancelled,8
SYN-B002141,2024-05-13,2024-07-16,2024-07-19,SYN-DEL-03,Deluxe,2.0,3,144.87,434.61,Online travel agency,Completed,64
SYN-B002142,2024-06-29,2024-07-17,2024-07-22,SYN-STA-02,Standard,1.0,5,99.45,497.25,Online travel agency,Completed,18
SYN-B002143,2024-04-22,2024-07-17,2024-07-18,SYN-DEL-01,Deluxe,1.0,1,142.32,142.32,Online travel agency,Completed,86
SYN-B002144,2024-07-06,2024-07-17,2024-07-21,SYN-DEL-04,Deluxe,2.0,-1,148.28,593.12,Online travel agency,Completed,11
SYN-B002145,2024-06-01,2024-07-17,2024-07-19,SYN-FAM-03,Family,2.0,2,193.91,387.82,Direct,Completed,46
SYN-B002146,2024-06-15,2024-07-18,2024-07-20,SYN-STA-01,Standard,1.0,2,105.89,211.78,Online travel agency,Completed,33
SYN-B002147,2024-07-07,2024-07-18,2024-07-20,SYN-STA-06,Standard,1.0,2,96.09,192.18,Travel agent,Completed,11
SYN-B002148,2024-06-26,2024-07-18,2024-07-21,SYN-DEL-01,Deluxe,2.0,3,144.02,432.06,Online travel agency,Completed,22
SYN-B002149,2024-06-19,2024-07-18,2024-07-24,SYN-DEL-02,Deluxe,2.0,6,144.27,865.62,Direct,Completed,29
SYN-B002150,2024-07-05,2024-07-18,2024-07-21,SYN-DEL-05,Deluxe,2.0,3,153.21,459.63,Online travel agency,Completed,13
SYN-B002151,2024-04-06,2024-07-18,2024-07-20,SYN-FAM-01,Family,4.0,2,177.24,0.0,Online travel agency,Cancelled,103
SYN-B002152,2024-06-10,2024-07-18,2024-07-19,SYN-FAM-02,Family,1.0,1,190.03,190.03,Online travel agency,Completed,38
SYN-B002153,2024-06-24,2024-07-19,2024-07-22,SYN-STA-07,Standard,1.0,3,113.55,340.65,Direct,Completed,25
SYN-B002154,2024-07-16,2024-07-19,2024-07-25,SYN-FAM-01,Family,2.0,6,215.68,1294.08,Direct,Completed,3
