booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time,month,season,weekday,is_weekend
SYN-B000343,2024-05-16,2024-05-20,2024-05-22,SYN-SUP-01,Superior Double,1,2,41.89,83.78,Direct,Completed,4,5,Shoulder,Monday,False
SYN-B000344,2024-04-14,2024-05-24,2024-05-26,SYN-TWI-01,Twin Room,2,2,39.38,78.76,Direct,Completed,40,5,Shoulder,Friday,True
SYN-B000345,2024-05-14,2024-05-24,2024-05-27,SYN-SUP-01,Superior Double,1,3,47.47,142.41,Direct,Completed,10,5,Shoulder,Friday,True
SYN-B000346,2024-05-21,2024-05-27,2024-06-02,SYN-STA-01,Standard Double,2,6,34.76,208.56,Direct,Completed,6,5,Shoulder,Monday,False
SYN-B000347,2024-04-30,2024-05-27,2024-05-30,SYN-SUP-01,Superior Double,1,3,43.61,130.83,Direct,Completed,27,5,Shoulder,Monday,False
SYN-B000348,2024-05-07,2024-05-28,2024-05-30,SYN-TWI-01,Twin Room,2,2,36.9,73.8,Online travel agency,Completed,21,5,Shoulder,Tuesday,False
SYN-B000349,2024-04-27,2024-05-30,2024-05-31,SYN-FAM-01,Family Room,1,1,39.26,39.26,Online travel agency,Completed,33,5,Shoulder,Thursday,False
SYN-B000350,2024-04-13,2024-06-01,2024-06-06,SYN-FAM-01,Family Room,1,5,55.2,276.0,Online travel agency,Completed,49,6,High,Saturday,True
SYN-B000351,2024-05-23,2024-06-01,2024-06-06,SYN-SUP-01,Superior Double,2,5,57.72,288.6,Online travel agency,Completed,9,6,High,Saturday,True
SYN-B000352,2024-04-19,2024-06-03,2024-06-06,SYN-STA-01,Standard Double,2,3,45.86,137.58,Online travel agency,Completed,45,6,High,Monday,False
SYN-B000353,2024-05-08,2024-06-04,2024-06-07,SYN-TWI-01,Twin Room,2,3,47.53,142.59,Online travel agency,Completed,27,6,High,Tuesday,False
SYN-B000354,2024-05-08,2024-06-06,2024-06-07,SYN-STA-01,Standard Double,1,1,42.11,42.11,Online travel agency,Completed,29,6,High,Thursday,False
SYN-B000355,2024-04-11,2024-06-06,2024-06-09,SYN-SUP-01,Superior Double,1,3,50.38,151.14,Online travel agency,Completed,56,6,High,Thursday,False
SYN-B000356,2024-04-29,2024-06-07,2024-06-10,SYN-STA-01,Standard Double,2,3,49.0,147.0,Online travel agency,Completed,39,6,High,Friday,True
SYN-B000357,2024-05-13,2024-06-07,2024-06-08,SYN-TWI-01,Twin Room,1,1,52.32,52.32,Online travel agency,Completed,25,6,High,Friday,True
SYN-B000358,2024-05-25,2024-06-08,2024-06-16,SYN-TWI-01,Twin Room,2,8,51.4,411.2,Online travel agency,Completed,14,6,High,Saturday,True
SYN-B000359,2024-05-28,2024-06-08,2024-06-10,SYN-FAM-01,Family Room,3,2,55.43,110.86,Direct,Completed,11,6,High,Saturday,True
SYN-B000360,2024-05-08,2024-06-09,2024-06-11,SYN-SUP-01,Superior Double,2,2,51.65,103.3,Direct,Completed,32,6,High,Sunday,False
SYN-B000361,2024-04-27,2024-06-10,2024-06-14,SYN-FAM-01,Family Room,1,4,52.22,208.88,Online travel agency,Completed,44,6,High,Monday,False
SYN-B000362,2024-05-27,2024-06-11,2024-06-13,SYN-STA-01,Standard Double,1,2,47.17,0.0,Online travel agency,Cancelled,15,6,High,Tuesday,False
SYN-B000363,2024-04-10,2024-06-12,2024-06-13,SYN-STA-01,Standard Double,2,1,43.82,43.82,Direct,Completed,63,6,High,Wednesday,False
SYN-B000364,2024-03-18,2024-06-12,2024-06-16,SYN-SUP-01,Superior Double,2,4,48.35,0.0,Online travel agency,Cancelled,86,6,High,Wednesday,False
SYN-B000365,2024-01-25,2024-06-13,2024-06-20,SYN-STA-01,Standard Double,2,7,39.54,276.78,Direct,Completed,140,6,High,Thursday,False
SYN-B000366,2024-05-07,2024-06-14,2024-06-16,SYN-FAM-01,Family Room,1,2,51.98,0.0,Online travel agency,Cancelled,38,6,High,Friday,True
SYN-B000367,2024-06-03,2024-06-14,2024-06-19,SYN-SUP-01,Superior Double,1,5,57.3,286.5,Online travel agency,Completed,11,6,High,Friday,True
SYN-B000368,2024-05-11,2024-06-17,2024-06-21,SYN-TWI-01,Twin Room,2,4,47.0,188.0,Online travel agency,Completed,37,6,High,Monday,False
SYN-B000369,2024-05-10,2024-06-17,2024-06-20,SYN-FAM-01,Family Room,3,3,49.26,147.78,Direct,Completed,38,6,High,Monday,False
SYN-B000370,2024-06-08,2024-06-20,2024-06-21,SYN-STA-01,Standard Double,2,1,44.11,44.11,Online travel agency,Completed,12,6,High,Thursday,False
SYN-B000371,2024-01-17,2024-06-20,2024-06-25,SYN-FAM-01,Family Room,2,5,45.79,0.0,Direct,Cancelled,155,6,High,Thursday,False
SYN-B000372,2024-05-26,2024-06-20,2024-06-25,SYN-SUP-01,Superior Double,2,5,55.4,277.0,Online travel agency,Completed,25,6,High,Thursday,False
SYN-B000373,2024-06-05,2024-06-21,2024-06-25,SYN-TWI-01,Twin Room,1,4,51.01,0.0,Online travel agency,Cancelled,16,6,High,Friday,True
SYN-B000374,2024-03-27,2024-06-22,2024-06-24,SYN-STA-01,Standard Double,2,2,42.68,0.0,Online travel agency,Cancelled,87,6,High,Saturday,True
SYN-B000375,2024-06-08,2024-06-22,2024-06-25,SYN-TWI-01,Twin Room,1,3,51.15,153.45,Online travel agency,Completed,14,6,High,Saturday,True
SYN-B000376,2024-05-30,2024-06-22,2024-06-25,SYN-FAM-01,Family Room,4,3,56.35,169.05,Direct,Completed,23,6,High,Saturday,True
SYN-B000377,2024-05-20,2024-06-24,2024-06-28,SYN-STA-01,Standard Double,1,4,42.58,170.32,Travel agent,Completed,35,6,High,Monday,False
SYN-B000378,2024-06-01,2024-06-25,2024-06-28,SYN-FAM-01,Family Room,2,3,48.98,146.94,Direct,Completed,24,6,High,Tuesday,False
SYN-B000379,2024-06-03,2024-06-26,2024-06-28,SYN-TWI-01,Twin Room,1,2,45.74,91.48,Direct,Completed,23,6,High,Wednesday,False
SYN-B000380,2024-06-11,2024-06-27,2024-06-30,SYN-SUP-01,Superior Double,2,3,54.54,163.62,Online travel agency,Completed,16,6,High,Thursday,False
SYN-B000381,2024-05-29,2024-06-28,2024-06-30,SYN-STA-01,Standard Double,2,2,49.92,99.84,Direct,Completed,30,6,High,Friday,True
SYN-B000382,2024-06-11,2024-06-28,2024-07-01,SYN-TWI-01,Twin Room,2,3,47.57,142.71,Direct,Completed,17,6,High,Friday,True
SYN-B000383,2024-06-24,2024-06-28,2024-06-29,SYN-FAM-01,Family Room,4,1,56.9,56.9,Direct,Completed,4,6,High,Friday,True
SYN-B000384,2024-06-02,2024-06-29,2024-06-30,SYN-FAM-01,Family Room,3,1,55.83,55.83,Direct,Completed,27,6,High,Saturday,True
SYN-B000385,2024-05-30,2024-06-30,2024-07-03,SYN-STA-01,Standard Double,2,3,43.6,0.0,Direct,Cancelled,31,6,High,Sunday,False
SYN-B000386,2024-05-16,2024-06-30,2024-07-04,SYN-SUP-01,Superior Double,2,4,52.36,0.0,Direct,Cancelled,45,6,High,Sunday,False
SYN-B000387,2024-05-25,2024-07-01,2024-07-05,SYN-FAM-01,Family Room,4,4,51.94,207.76,Online travel agency,Completed,37,7,High,Monday,False
SYN-B000388,2024-06-23,2024-07-01,2024-07-03,SYN-SUP-01,Superior Double,2,2,53.04,106.08,Direct,Completed,8,7,High,Monday,False
SYN-B000389,2024-05-26,2024-07-02,2024-07-05,SYN-STA-01,Standard Double,2,3,47.26,141.78,Direct,Completed,37,7,High,Tuesday,False
SYN-B000390,2024-06-25,2024-07-03,2024-07-05,SYN-TWI-01,Twin Room,1,2,44.46,88.92,Online travel agency,Completed,8,7,High,Wednesday,False
SYN-B000391,2024-05-25,2024-07-05,2024-07-10,SYN-STA-01,Standard Double,2,5,48.39,241.95,Direct,Completed,41,7,High,Friday,True
SYN-B000392,2024-06-22,2024-07-05,2024-07-08,SYN-SUP-01,Superior Double,2,3,54.49,163.47,Online travel agency,Completed,13,7,High,Friday,True
SYN-B000393,2024-06-17,2024-07-06,2024-07-09,SYN-TWI-01,Twin Room,1,3,51.1,153.3,Direct,Completed,19,7,High,Saturday,True
SYN-B000394,2024-04-08,2024-07-06,2024-07-09,SYN-FAM-01,Family Room,2,3,50.52,151.56,Direct,Completed,89,7,High,Saturday,True
SYN-B000395,2024-06-01,2024-07-09,2024-07-11,SYN-TWI-01,Twin Room,1,2,46.22,92.44,Online travel agency,Completed,38,7,High,Tuesday,False
SYN-B000396,2024-06-12,2024-07-09,2024-07-14,SYN-SUP-01,Superior Double,2,5,55.9,279.5,Direct,Completed,27,7,High,Tuesday,False
SYN-B000397,2024-06-20,2024-07-10,2024-07-12,SYN-STA-01,Standard Double,2,2,43.85,87.7,Travel agent,Completed,20,7,High,Wednesday,False
SYN-B000398,2024-06-01,2024-07-11,2024-07-14,SYN-TWI-01,Twin Room,1,3,44.53,133.59,Direct,Completed,40,7,High,Thursday,False
SYN-B000399,2024-05-28,2024-07-12,2024-07-13,SYN-FAM-01,Family Room,4,1,53.59,53.59,Travel agent,Completed,45,7,High,Friday,True
SYN-B000400,2024-06-26,2024-07-13,2024-07-16,SYN-STA-01,Standard Double,2,3,50.37,151.11,Online travel agency,Completed,17,7,High,Saturday,True
SYN-B000401,2024-06-28,2024-07-13,2024-07-16,SYN-FAM-01,Family Room,3,3,52.27,156.81,Direct,Completed,15,7,High,Saturday,True
SYN-B000402,2024-07-04,2024-07-16,2024-07-21,SYN-TWI-01,Twin Room,2,5,48.53,242.65,Direct,Completed,12,7,High,Tuesday,False
SYN-B000403,2024-06-10,2024-07-16,2024-07-18,SYN-FAM-01,Family Room,2,2,53.98,107.96,Online travel agency,Completed,36,7,High,Tuesday,False
SYN-B000404,2024-07-01,2024-07-17,2024-07-20,SYN-STA-01,Standard Double,2,3,45.56,136.68,Online travel agency,Completed,16,7,High,Wednesday,False
SYN-B000405,2024-04-30,2024-07-17,2024-07-20,SYN-SUP-01,Superior Double,2,3,48.62,145.86,Online travel agency,Completed,78,7,High,Wednesday,False
SYN-B000406,2024-05-26,2024-07-18,2024-07-21,SYN-FAM-01,Family Room,4,3,49.56,148.68,Direct,Completed,53,7,High,Thursday,False
SYN-B000407,2024-06-17,2024-07-20,2024-07-23,SYN-STA-01,Standard Double,1,3,49.29,147.87,Direct,Completed,33,7,High,Saturday,True
SYN-B000408,2024-06-12,2024-07-20,2024-07-22,SYN-SUP-01,Superior Double,1,2,61.27,122.54,Direct,Completed,38,7,High,Saturday,True
SYN-B000409,2024-07-18,2024-07-21,2024-07-26,SYN-FAM-01,Family Room,4,5,48.6,243.0,Online travel agency,Completed,3,7,High,Sunday,False
SYN-B000410,2024-06-14,2024-07-22,2024-07-26,SYN-TWI-01,Twin Room,2,4,45.02,180.08,Direct,Completed,38,7,High,Monday,False
SYN-B000411,2024-06-17,2024-07-23,2024-07-25,SYN-STA-01,Standard Double,1,2,42.71,85.42,Direct,Completed,36,7,High,Tuesday,False
SYN-B000412,2024-06-13,2024-07-23,2024-07-24,SYN-SUP-01,Superior Double,1,1,56.74,56.74,Online travel agency,Completed,40,7,High,Tuesday,False
SYN-B000413,2024-07-11,2024-07-24,2024-07-28,SYN-SUP-01,Superior Double,1,4,55.83,223.32,Direct,Completed,13,7,High,Wednesday,False
SYN-B000414,2024-07-07,2024-07-26,2024-08-01,SYN-STA-01,Standard Double,1,6,47.78,286.68,Direct,Completed,19,7,High,Friday,True
SYN-B000415,2024-05-30,2024-07-26,2024-07-29,SYN-TWI-01,Twin Room,2,3,47.75,143.25,Travel agent,Completed,57,7,High,Friday,True
SYN-B000416,2024-06-12,2024-07-26,2024-07-28,SYN-FAM-01,Family Room,2,2,55.82,111.64,Online travel agency,Completed,44,7,High,Friday,True
SYN-B000417,2024-03-10,2024-07-28,2024-07-31,SYN-FAM-01,Family Room,1,3,50.33,150.99,Direct,Completed,140,7,High,Sunday,False
SYN-B000418,2024-07-01,2024-07-28,2024-08-01,SYN-SUP-01,Superior Double,1,4,51.79,207.16,Online travel agency,Completed,27,7,High,Sunday,False
SYN-B000419,2024-07-14,2024-07-30,2024-07-31,SYN-TWI-01,Twin Room,2,1,47.93,47.93,Online travel agency,Completed,16,7,High,Tuesday,False
SYN-B000420,2024-07-14,2024-07-31,2024-08-05,SYN-TWI-01,Twin Room,1,5,48.28,0.0,Travel agent,Cancelled,17,7,High,Wednesday,False
SYN-B000421,2024-07-08,2024-07-31,2024-08-05,SYN-FAM-01,Family Room,1,5,52.28,261.4,Online travel agency,Completed,23,7,High,Wednesday,False
SYN-B000422,2024-07-18,2024-08-01,2024-08-02,SYN-STA-01,Standard Double,2,1,44.25,0.0,Direct,Cancelled,14,8,High,Thursday,False
SYN-B000423,2024-02-03,2024-08-01,2024-08-04,SYN-TWI-01,Twin Room,2,3,45.56,136.68,Travel agent,Completed,180,8,High,Thursday,False
SYN-B000424,2024-06-18,2024-08-01,2024-08-04,SYN-SUP-01,Superior Double,2,3,56.48,169.44,Direct,Completed,44,8,High,Thursday,False
SYN-B000425,2024-07-22,2024-08-02,2024-08-04,SYN-STA-01,Standard Double,1,2,47.83,95.66,Online travel agency,Completed,11,8,High,Friday,True
SYN-B000426,2024-05-27,2024-08-04,2024-08-09,SYN-STA-01,Standard Double,1,5,42.86,214.3,Online travel agency,Completed,69,8,High,Sunday,False
SYN-B000427,2024-05-29,2024-08-04,2024-08-07,SYN-TWI-01,Twin Room,,3,43.42,130.26,Online travel agency,Completed,67,8,High,Sunday,False
SYN-B000428,2024-07-21,2024-08-04,2024-08-08,SYN-SUP-01,Superior Double,2,4,56.18,224.72,Direct,Completed,14,8,High,Sunday,False
SYN-B000429,2024-07-15,2024-08-05,2024-08-09,SYN-FAM-01,Family Room,4,4,48.69,0.0,Direct,Cancelled,21,8,High,Monday,False
SYN-B000430,2024-07-26,2024-08-07,2024-08-10,SYN-TWI-01,Twin Room,1,3,43.9,131.7,Direct,Completed,12,8,High,Wednesday,False
SYN-B000431,2024-07-24,2024-08-08,2024-08-11,SYN-FAM-01,Family Room,3,3,51.8,155.4,Travel agent,Completed,15,8,High,Thursday,False
SYN-B000432,2024-07-29,2024-08-08,2024-08-13,SYN-SUP-01,Superior Double,1,5,53.18,265.9,Direct,Completed,10,8,High,Thursday,False
SYN-B000433,2024-07-23,2024-08-09,2024-08-12,SYN-STA-01,Standard Double,2,3,46.59,139.77,Online travel agency,Completed,17,8,High,Friday,True
SYN-B000434,2024-04-29,2024-08-10,2024-08-12,SYN-TWI-01,Twin Room,2,2,48.61,97.22,Online travel agency,Completed,103,8,High,Saturday,True
SYN-B000435,2024-07-22,2024-08-12,2024-08-16,SYN-STA-01,Standard Double,1,4,45.65,182.6,Online travel agency,Completed,21,8,High,Monday,False
SYN-B000436,2024-07-07,2024-08-12,2024-08-17,SYN-TWI-01,Twin Room,1,5,46.3,231.5,Online travel agency,Completed,36,8,High,Monday,False
SYN-B000437,2024-06-23,2024-08-13,2024-08-16,SYN-FAM-01,Family Room,1,3,49.92,149.76,Direct,Completed,51,8,High,Tuesday,False
SYN-B000438,2024-07-04,2024-08-16,2024-08-18,SYN-STA-01,Standard Double,2,2,47.28,94.56,Online travel agency,Completed,43,8,High,Friday,True
SYN-B000439,2024-07-17,2024-08-16,2024-08-20,SYN-FAM-01,Family Room,3,4,55.95,223.8,Online travel agency,Completed,30,8,High,Friday,True
SYN-B000440,2024-07-28,2024-08-16,2024-08-20,SYN-SUP-01,Superior Double,1,4,58.05,232.2,Online travel agency,Completed,19,8,High,Friday,True
SYN-B000441,2024-08-13,2024-08-20,2024-08-24,SYN-STA-01,Standard Double,2,4,43.88,175.52,Online travel agency,Completed,7,8,High,Tuesday,False
SYN-B000442,2024-08-12,2024-08-20,2024-08-22,SYN-TWI-01,Twin Room,2,2,45.19,0.0,Direct,Cancelled,8,8,High,Tuesday,False
SYN-B000443,2024-08-05,2024-08-20,2024-08-21,SYN-FAM-01,Family Room,3,1,49.88,0.0,Online travel agency,Cancelled,15,8,High,Tuesday,False
SYN-B000444,2024-08-03,2024-08-21,2024-08-24,SYN-TWI-01,Twin Room,2,3,44.86,134.58,Travel agent,Completed,18,8,High,Wednesday,False
SYN-B000445,2024-08-08,2024-08-21,2024-08-24,SYN-FAM-01,Family Room,2,3,47.98,0.0,Travel agent,Cancelled,13,8,High,Wednesday,False
SYN-B000446,2024-06-23,2024-08-22,2024-08-25,SYN-FAM-01,Family Room,4,3,46.32,138.96,Direct,Completed,60,8,High,Thursday,False
SYN-B000447,2024-07-15,2024-08-24,2024-08-25,SYN-STA-01,Standard Double,2,1,49.36,49.36,Online travel agency,Completed,40,8,High,Saturday,True
SYN-B000448,2024-08-10,2024-08-24,2024-08-27,SYN-TWI-01,Twin Room,1,3,49.49,148.47,Direct,Completed,14,8,High,Saturday,True
SYN-B000449,2024-06-09,2024-08-24,2024-08-31,SYN-SUP-01,Superior Double,1,7,51.27,358.89,Direct,Completed,76,8,High,Saturday,True
SYN-B000450,2024-07-26,2024-08-25,2024-08-28,SYN-FAM-01,Family Room,1,3,52.61,157.83,Direct,Completed,30,8,High,Sunday,False
SYN-B000451,2024-07-24,2024-08-26,2024-08-28,SYN-STA-01,Standard Double,2,2,43.18,86.36,Direct,Completed,33,8,High,Monday,False
SYN-B000452,2024-05-06,2024-08-27,2024-08-31,SYN-TWI-01,Twin Room,2,4,43.4,173.6,Online travel agency,Completed,113,8,High,Tuesday,False
SYN-B000453,2024-08-15,2024-08-28,2024-08-30,SYN-STA-01,Standard Double,1,2,42.72,85.44,Direct,Completed,13,8,High,Wednesday,False
SYN-B000454,2024-08-01,2024-08-28,2024-08-31,SYN-FAM-01,Family Room,4,3,50.71,152.13,Direct,Completed,27,8,High,Wednesday,False
SYN-B000455,2024-08-25,2024-08-30,2024-09-03,SYN-STA-01,Standard Double,1,4,48.67,0.0,Online travel agency,Cancelled,5,8,High,Friday,True
SYN-B000456,2024-07-25,2024-08-31,2024-09-06,SYN-STA-01,Standard Double,1,6,47.41,284.46,Online travel agency,Completed,37,8,High,Saturday,True
SYN-B000457,2024-07-29,2024-08-31,2024-09-06,SYN-FAM-01,Family Room,4,6,54.75,328.5,Online travel agency,Completed,33,8,High,Saturday,True
SYN-B000458,2024-08-23,2024-08-31,2024-09-03,SYN-SUP-01,Superior Double,,3,55.17,165.51,Online travel agency,Completed,8,8,High,Saturday,True
SYN-B000459,2024-08-18,2024-09-03,2024-09-07,SYN-SUP-01,Superior Double,1,4,53.16,0.0,Online travel agency,Cancelled,16,9,High,Tuesday,False
SYN-B000460,2024-08-27,2024-09-05,2024-09-07,SYN-TWI-01,Twin Room,1,2,43.45,86.9,Online travel agency,Completed,9,9,High,Thursday,False
SYN-B000461,2024-08-21,2024-09-05,2024-09-09,SYN-SUP-01,Superior Double,1,4,55.7,222.8,Travel agent,Completed,15,9,High,Thursday,False
SYN-B000462,2024-06-27,2024-09-07,2024-09-09,SYN-STA-01,Standard Double,2,2,42.61,0.0,Direct,Cancelled,72,9,High,Saturday,True
SYN-B000463,2024-08-31,2024-09-07,2024-09-10,SYN-TWI-01,Twin Room,2,3,49.07,147.21,Travel agent,Completed,7,9,High,Saturday,True
SYN-B000464,2024-08-27,2024-09-08,2024-09-11,SYN-STA-01,Standard Double,2,3,42.2,126.6,Online travel agency,Completed,12,9,High,Sunday,False
SYN-B000465,2024-08-24,2024-09-08,2024-09-09,SYN-FAM-01,Family Room,2,1,51.17,51.17,Direct,Completed,15,9,High,Sunday,False
SYN-B000466,2024-08-28,2024-09-09,2024-09-10,SYN-FAM-01,Family Room,3,1,48.08,48.08,Direct,Completed,12,9,High,Monday,False
SYN-B000467,2024-08-03,2024-09-11,2024-09-17,SYN-TWI-01,Twin Room,1,6,44.08,264.48,Direct,Completed,39,9,High,Wednesday,False
SYN-B000468,2024-08-19,2024-09-11,2024-09-12,SYN-FAM-01,Family Room,2,1,48.39,0.0,Travel agent,Cancelled,23,9,High,Wednesday,False
SYN-B000469,2024-08-01,2024-09-12,2024-09-17,SYN-STA-01,Standard Double,1,5,42.5,212.5,Direct,Completed,42,9,High,Thursday,False
SYN-B000470,2024-07-09,2024-09-12,2024-09-14,SYN-FAM-01,Family Room,3,2,46.17,0.0,Direct,Cancelled,65,9,High,Thursday,False
SYN-B000471,2024-07-21,2024-09-12,2024-09-18,SYN-SUP-01,Superior Double,1,6,53.97,323.82,Direct,Completed,53,9,High,Thursday,False
SYN-B000472,2024-09-04,2024-09-13,2024-09-15,SYN-FAM-01,Family Room,1,2,53.11,106.22,Online travel agency,Completed,9,9,High,Friday,True
SYN-B000473,2024-08-16,2024-09-15,2024-09-18,SYN-FAM-01,Family Room,4,3,53.3,159.9,Online travel agency,Completed,30,9,High,Sunday,False
SYN-B000474,2024-08-25,2024-09-18,2024-09-21,SYN-STA-01,Standard Double,2,3,43.7,0.0,Direct,Cancelled,24,9,High,Wednesday,False
SYN-B000475,2024-09-04,2024-09-20,2024-09-24,SYN-STA-01,Standard Double,1,4,51.01,204.04,Travel agent,Completed,16,9,High,Friday,True
SYN-B000476,2024-09-04,2024-09-20,2024-09-23,SYN-TWI-01,Twin Room,1,3,49.26,147.78,Online travel agency,Completed,16,9,High,Friday,True
SYN-B000477,2024-06-28,2024-09-22,2024-09-24,SYN-SUP-01,Superior Double,1,2,49.34,98.68,Online travel agency,Completed,86,9,High,Sunday,False
SYN-B000478,2024-08-09,2024-09-24,2024-09-26,SYN-STA-01,Standard Double,1,2,45.37,90.74,Direct,Completed,46,9,High,Tuesday,False
SYN-B000479,2024-08-18,2024-09-24,2024-09-26,SYN-TWI-01,Twin Room,2,2,43.62,87.24,Direct,Completed,37,9,High,Tuesday,False
SYN-B000480,2024-09-05,2024-09-24,2024-09-26,SYN-SUP-01,Superior Double,2,2,52.55,105.1,Travel agent,Completed,19,9,High,Tuesday,False
SYN-B000481,2024-08-19,2024-09-26,2024-09-28,SYN-TWI-01,Twin Room,1,2,47.71,95.42,Online travel agency,Completed,38,9,High,Thursday,False
SYN-B000482,2024-07-14,2024-09-26,2024-09-27,SYN-FAM-01,Family Room,2,1,45.46,45.46,Online travel agency,Completed,74,9,High,Thursday,False
SYN-B000483,2024-05-04,2024-09-27,2024-10-05,SYN-SUP-01,Superior Double,2,8,51.61,412.88,Online travel agency,Completed,146,9,High,Friday,True
SYN-B000484,2024-07-26,2024-09-30,2024-10-03,SYN-STA-01,Standard Double,1,3,40.72,122.16,Online travel agency,Completed,66,9,High,Monday,False
SYN-B000485,2024-09-22,2024-09-30,2024-10-05,SYN-FAM-01,Family Room,2,5,49.11,0.0,Online travel agency,Cancelled,8,9,High,Monday,False
SYN-B000486,2024-09-19,2024-10-05,2024-10-07,SYN-STA-01,Standard Double,1,2,39.62,79.24,Direct,Completed,16,10,Shoulder,Saturday,True
SYN-B000487,2024-09-17,2024-10-05,2024-10-07,SYN-FAM-01,Family Room,3,2,42.42,84.84,Online travel agency,Completed,18,10,Shoulder,Saturday,True
SYN-B000488,2024-06-25,2024-10-06,2024-10-08,SYN-TWI-01,Twin Room,2,2,35.7,71.4,Direct,Completed,103,10,Shoulder,Sunday,False
SYN-B000489,2024-08-04,2024-10-06,2024-10-13,SYN-SUP-01,Superior Double,1,7,41.39,289.73,Online travel agency,Completed,63,10,Shoulder,Sunday,False
SYN-B000490,2024-09-23,2024-10-07,2024-10-09,SYN-FAM-01,Family Room,1,2,41.97,83.94,Online travel agency,Completed,14,10,Shoulder,Monday,False
SYN-B000491,2024-09-18,2024-10-10,2024-10-13,SYN-TWI-01,Twin Room,1,3,37.36,0.0,Online travel agency,Cancelled,22,10,Shoulder,Thursday,False
SYN-B000492,2024-09-12,2024-10-10,2024-10-12,SYN-FAM-01,Family Room,1,2,42.32,0.0,Online travel agency,Cancelled,28,10,Shoulder,Thursday,False
SYN-B000493,2024-09-28,2024-10-11,2024-10-13,SYN-TWI-01,Twin Room,2,2,38.27,76.54,Direct,Completed,13,10,Shoulder,Friday,True
SYN-B000494,2024-09-09,2024-10-11,2024-10-13,SYN-FAM-01,Family Room,3,2,41.42,0.0,Travel agent,Cancelled,32,10,Shoulder,Friday,True
SYN-B000495,2024-09-25,2024-10-13,2024-10-16,SYN-SUP-01,Superior Double,1,3,44.69,134.07,Direct,Completed,18,10,Shoulder,Sunday,False
SYN-B000496,2024-09-29,2024-10-14,2024-10-16,SYN-FAM-01,Family Room,2,2,42.64,85.28,Direct,Completed,15,10,Shoulder,Monday,False
SYN-B000497,2024-10-07,2024-10-15,2024-10-18,SYN-TWI-01,Twin Room,1,3,35.96,107.88,Online travel agency,Completed,8,10,Shoulder,Tuesday,False
SYN-B000498,2024-10-04,2024-10-16,2024-10-17,SYN-FAM-01,Family Room,1,1,39.57,39.57,Online travel agency,Completed,12,10,Shoulder,Wednesday,False
SYN-B000499,2024-09-25,2024-10-18,2024-10-19,SYN-STA-01,Standard Double,2,1,40.14,40.14,Online travel agency,Completed,23,10,Shoulder,Friday,True
SYN-B000500,2024-10-13,2024-10-19,2024-10-22,SYN-STA-01,Standard Double,2,3,39.02,117.06,Online travel agency,Completed,6,10,Shoulder,Saturday,True
SYN-B000501,2024-10-09,2024-10-21,2024-10-23,SYN-FAM-01,Family Room,2,2,39.98,79.96,Online travel agency,Completed,12,10,Shoulder,Monday,False
SYN-B000502,2024-10-02,2024-10-21,2024-10-24,SYN-SUP-01,Superior Double,2,3,43.67,131.01,Travel agent,Completed,19,10,Shoulder,Monday,False
SYN-B000503,2024-10-09,2024-10-22,2024-10-23,SYN-STA-01,Standard Double,1,1,35.71,0.0,Direct,Cancelled,13,10,Shoulder,Tuesday,False
SYN-B000504,2024-10-11,2024-10-23,2024-10-29,SYN-STA-01,Standard Double,2,6,37.63,225.78,Online travel agency,Completed,12,10,Shoulder,Wednesday,False
SYN-B000505,2024-09-27,2024-10-25,2024-10-29,SYN-SUP-01,Superior Double,1,4,43.86,175.44,Online travel agency,Completed,28,10,Shoulder,Friday,True
SYN-B000506,2024-09-27,2024-10-27,2024-10-30,SYN-FAM-01,Family Room,4,3,41.54,124.62,Online travel agency,Completed,30,10,Shoulder,Sunday,False
SYN-B000507,2024-10-23,2024-10-29,2024-11-02,SYN-STA-01,Standard Double,2,4,36.19,144.76,Direct,Completed,6,10,Shoulder,Tuesday,False
SYN-B000508,2024-10-22,2024-10-30,2024-11-01,SYN-FAM-01,Family Room,1,2,38.91,0.0,Direct,Cancelled,8,10,Shoulder,Wednesday,False
SYN-B000509,2024-10-11,2024-10-31,2024-11-03,SYN-SUP-01,Superior Double,2,3,41.44,124.32,Direct,Completed,20,10,Shoulder,Thursday,False
SYN-B000510,2024-10-17,2024-11-01,2024-11-03,SYN-TWI-01,Twin Room,2,2,35.87,71.74,Online travel agency,Completed,15,11,Low,Friday,True
SYN-B000511,2024-10-27,2024-11-04,2024-11-06,SYN-STA-01,Standard Double,1,2,34.39,68.78,Online travel agency,Completed,8,11,Low,Monday,False
SYN-B000512,2024-10-31,2024-11-08,2024-11-09,SYN-FAM-01,Family Room,3,1,40.76,40.76,Online travel agency,Completed,8,11,Low,Friday,True
SYN-B000513,2024-07-22,2024-11-08,2024-11-12,SYN-SUP-01,Superior Double,1,4,37.87,151.48,Travel agent,Completed,109,11,Low,Friday,True
SYN-B000514,2024-10-27,2024-11-09,2024-11-10,SYN-STA-01,Standard Double,2,1,37.19,37.19,Online travel agency,Completed,13,11,Low,Saturday,True
SYN-B000515,2024-10-07,2024-11-09,2024-11-14,SYN-FAM-01,Family Room,1,5,42.96,214.8,Direct,Completed,33,11,Low,Saturday,True
